lon	lat	T	LDEO ClimateGroup PROJECTS IPCC CMIP5 pdsi-spei pdsi CCSM4 r1i1p1 pdsi-all
degree_east	degree_north	months since 1900-01-01	unitless
   -122.5000    	    41.93717    	    6.500000    	    2.916923    
   -121.2500    	    41.93717    	    6.500000    	    3.153520    
   -120.0000    	    41.93717    	    6.500000    	    2.963497    
   -122.5000    	    42.87958    	    6.500000    	    2.626120    
   -121.2500    	    42.87958    	    6.500000    	    2.716106    
   -120.0000    	    42.87958    	    6.500000    	    2.462354    
   -122.5000    	    37.22513    	    7.500000    	   -1.591805    
   -121.2500    	    37.22513    	    7.500000    	  -0.9385869    
   -120.0000    	    37.22513    	    7.500000    	  -0.9689476    
   -122.5000    	    38.16754    	    7.500000    	   -1.253641    
   -121.2500    	    38.16754    	    7.500000    	  -0.9431273    
   -120.0000    	    38.16754    	    7.500000    	  -0.6033490    
   -122.5000    	    39.10995    	    7.500000    	  -0.7477666    
   -121.2500    	    39.10995    	    7.500000    	   0.4237030    
   -120.0000    	    39.10995    	    7.500000    	  -0.1814724    
   -122.5000    	    40.05236    	    7.500000    	  -8.1907675E-02
   -121.2500    	    40.05236    	    7.500000    	  -0.1465226    
   -120.0000    	    40.05236    	    7.500000    	  -8.5371956E-02
   -122.5000    	    40.99477    	    7.500000    	  -9.5081188E-02
   -121.2500    	    40.99477    	    7.500000    	  -0.1446840    
   -120.0000    	    40.99477    	    7.500000    	  -0.1647355    
   -122.5000    	    41.93717    	    7.500000    	  -3.9660573E-02
   -121.2500    	    41.93717    	    7.500000    	  -0.1769222    
   -120.0000    	    41.93717    	    7.500000    	  -0.2220566    
   -122.5000    	    42.87958    	    7.500000    	  -3.7227042E-02
   -121.2500    	    42.87958    	    7.500000    	  -0.2239023    
   -120.0000    	    42.87958    	    7.500000    	  -0.1383004    
   -122.5000    	    37.22513    	    17.50000    	   0.4000148    
   -121.2500    	    37.22513    	    17.50000    	    1.011382    
   -120.0000    	    37.22513    	    17.50000    	    1.911692    
   -122.5000    	    38.16754    	    17.50000    	    1.126574    
   -121.2500    	    38.16754    	    17.50000    	   0.9692523    
   -120.0000    	    38.16754    	    17.50000    	    1.864616    
   -122.5000    	    39.10995    	    17.50000    	    1.402887    
   -121.2500    	    39.10995    	    17.50000    	    1.431783    
   -120.0000    	    39.10995    	    17.50000    	    2.029420    
   -122.5000    	    40.05236    	    17.50000    	    1.958687    
   -121.2500    	    40.05236    	    17.50000    	    1.750198    
   -120.0000    	    40.05236    	    17.50000    	    1.986411    
   -122.5000    	    40.99477    	    17.50000    	    2.359766    
   -121.2500    	    40.99477    	    17.50000    	    2.216546    
   -120.0000    	    40.99477    	    17.50000    	    2.330584    
   -122.5000    	    41.93717    	    17.50000    	    1.838706    
   -121.2500    	    41.93717    	    17.50000    	    2.101499    
   -120.0000    	    41.93717    	    17.50000    	    2.384739    
   -122.5000    	    42.87958    	    17.50000    	    1.053458    
   -121.2500    	    42.87958    	    17.50000    	    1.354182    
   -120.0000    	    42.87958    	    17.50000    	    1.753240    
   -122.5000    	    37.22513    	    18.50000    	   0.5039850    
   -121.2500    	    37.22513    	    18.50000    	   0.9541368    
   -120.0000    	    37.22513    	    18.50000    	    2.295185    
   -122.5000    	    38.16754    	    18.50000    	    1.166047    
   -121.2500    	    38.16754    	    18.50000    	    1.330903    
   -120.0000    	    38.16754    	    18.50000    	    2.876665    
   -122.5000    	    39.10995    	    18.50000    	    1.635027    
   -121.2500    	    39.10995    	    18.50000    	    2.135615    
   -120.0000    	    39.10995    	    18.50000    	    3.427233    
   -122.5000    	    40.05236    	    18.50000    	    2.796871    
   -121.2500    	    40.05236    	    18.50000    	    2.719371    
   -120.0000    	    40.05236    	    18.50000    	    3.137942    
   -122.5000    	    40.99477    	    18.50000    	    3.308717    
   -121.2500    	    40.99477    	    18.50000    	    3.091444    
   -120.0000    	    40.99477    	    18.50000    	    3.211745    
   -122.5000    	    41.93717    	    18.50000    	    2.399532    
   -121.2500    	    41.93717    	    18.50000    	    2.887773    
   -120.0000    	    41.93717    	    18.50000    	    3.197403    
   -122.5000    	    42.87958    	    18.50000    	    1.300058    
   -121.2500    	    42.87958    	    18.50000    	    1.747812    
   -120.0000    	    42.87958    	    18.50000    	    2.191103    
   -122.5000    	    37.22513    	    19.50000    	   0.3739138    
   -121.2500    	    37.22513    	    19.50000    	   0.8191597    
   -120.0000    	    37.22513    	    19.50000    	    1.969840    
   -122.5000    	    38.16754    	    19.50000    	    1.039638    
   -121.2500    	    38.16754    	    19.50000    	    1.148142    
   -120.0000    	    38.16754    	    19.50000    	    2.679955    
   -122.5000    	    39.10995    	    19.50000    	    1.451409    
   -121.2500    	    39.10995    	    19.50000    	    1.939414    
   -120.0000    	    39.10995    	    19.50000    	    3.552202    
   -122.5000    	    40.05236    	    19.50000    	    2.595576    
   -121.2500    	    40.05236    	    19.50000    	    2.672940    
   -120.0000    	    40.05236    	    19.50000    	    3.314845    
   -122.5000    	    40.99477    	    19.50000    	    3.292489    
   -121.2500    	    40.99477    	    19.50000    	    3.096097    
   -120.0000    	    40.99477    	    19.50000    	    3.196933    
   -122.5000    	    41.93717    	    19.50000    	    2.321100    
   -121.2500    	    41.93717    	    19.50000    	    3.033562    
   -120.0000    	    41.93717    	    19.50000    	    3.317708    
   -122.5000    	    42.87958    	    19.50000    	    1.236575    
   -121.2500    	    42.87958    	    19.50000    	    1.775020    
   -120.0000    	    42.87958    	    19.50000    	    2.306402    
   -122.5000    	    37.22513    	    29.50000    	    5.529807    
   -121.2500    	    37.22513    	    29.50000    	    5.045422    
   -120.0000    	    37.22513    	    29.50000    	    4.872082    
   -122.5000    	    38.16754    	    29.50000    	    6.195782    
   -121.2500    	    38.16754    	    29.50000    	    4.910644    
   -120.0000    	    38.16754    	    29.50000    	    4.669616    
   -122.5000    	    39.10995    	    29.50000    	    5.707372    
   -121.2500    	    39.10995    	    29.50000    	    4.671019    
   -120.0000    	    39.10995    	    29.50000    	    4.297406    
   -122.5000    	    40.05236    	    29.50000    	    5.742849    
   -121.2500    	    40.05236    	    29.50000    	    4.704381    
   -120.0000    	    40.05236    	    29.50000    	    3.733813    
   -122.5000    	    40.99477    	    29.50000    	    4.987549    
   -121.2500    	    40.99477    	    29.50000    	    3.935576    
   -120.0000    	    40.99477    	    29.50000    	    3.371490    
   -122.5000    	    41.93717    	    29.50000    	    3.648256    
   -121.2500    	    41.93717    	    29.50000    	    3.293169    
   -120.0000    	    41.93717    	    29.50000    	    3.419448    
   -122.5000    	    42.87958    	    29.50000    	    2.565913    
   -121.2500    	    42.87958    	    29.50000    	    2.544317    
   -120.0000    	    42.87958    	    29.50000    	    2.754988    
   -122.5000    	    37.22513    	    30.50000    	    5.020897    
   -121.2500    	    37.22513    	    30.50000    	    4.906806    
   -120.0000    	    37.22513    	    30.50000    	    4.507984    
   -122.5000    	    38.16754    	    30.50000    	    6.333776    
   -121.2500    	    38.16754    	    30.50000    	    5.255248    
   -120.0000    	    38.16754    	    30.50000    	    4.736936    
   -122.5000    	    39.10995    	    30.50000    	    6.097354    
   -121.2500    	    39.10995    	    30.50000    	    5.226409    
   -120.0000    	    39.10995    	    30.50000    	    4.456416    
   -122.5000    	    40.05236    	    30.50000    	    6.823419    
   -121.2500    	    40.05236    	    30.50000    	    5.183484    
   -120.0000    	    40.05236    	    30.50000    	    4.000993    
   -122.5000    	    40.99477    	    30.50000    	    5.735221    
   -121.2500    	    40.99477    	    30.50000    	    4.091225    
   -120.0000    	    40.99477    	    30.50000    	    3.719547    
